CITY,REGION,STATE,ZIP-CODE,SEGMENT,SHIPMENT-MODE,ITEMS,SUB-ITEMS,QUANTITY,DISCOUNT,SALES,PROFIT
Philadelphia,East,PA,19140,Corporate,Standard Class,Office Supplies,Storage,7,0.3,60.112,6.9966
Philadelphia,East,PA,19140,Corporate,Standard Class,Office Supplies,Labels,4,0.3,25.24,9.7194
Houston,Central,TX,77070,Consumer,Second Class,Office Supplies,Binders,6,0.9,2.48,-2.4066
Houston,Central,TX,77070,Consumer,Second Class,Technology,Phones,8,0.3,1114.8,377.1354
Los Angeles,West,CA,90004,Consumer,Standard Class,Furniture,Tables,6,0.3,1039.24,52.9674
Portland,West,OR,97206,Consumer,Standard Class,Office Supplies,Paper,6,0.3,142.16,48.8694
Portland,West,OR,97206,Consumer,Standard Class,Technology,Accessories,6,0.3,240.2,48.9854
Portland,West,OR,97206,Consumer,Standard Class,Office Supplies,Paper,7,0.3,31.504,11.9118
Tamarac,South,FL,33319,Corporate,Second Class,Office Supplies,Binders,8,0.8,254.458,-168.3466
Tamarac,South,FL,33319,Corporate,Second Class,Office Supplies,Appliances,3,0.3,194.928,25.3414
Tamarac,South,FL,33319,Corporate,Second Class,Office Supplies,Supplies,6,0.3,961.88,-203.2891
Columbus,East,OH,43229,Home Office,Second Class,Office Supplies,Fasteners,8,0.3,19.496,7.709
Columbus,East,OH,43229,Home Office,Second Class,Office Supplies,Labels,9,0.3,18.896,7.2678
Columbus,East,OH,43229,Home Office,Second Class,Technology,Accessories,3,0.3,256.384,55.422
Columbus,East,OH,43229,Home Office,Second Class,Furniture,Bookcases,4,0.6,87.37,-47.6778
Colorado Springs,West,CO,80906,Corporate,First Class,Furniture,Furnishings,9,0.3,300.816,79.8846
Colorado Springs,West,CO,80906,Corporate,First Class,Furniture,Chairs,4,0.3,230.752,21.1812
Colorado Springs,West,CO,80906,Corporate,First Class,Furniture,Furnishings,4,0.3,218.752,-23.5392
Colorado Springs,West,CO,80906,Corporate,First Class,Office Supplies,Binders,6,0.8,79,-61.8546
Colorado Springs,West,CO,80906,Corporate,First Class,Office Supplies,Fasteners,4,0.3,27.952,10.3242
Belleville,East,NJ,7109,Corporate,Standard Class,Office Supplies,Paper,6,0.1,32.8,16.5774
Belleville,East,NJ,7109,Corporate,Standard Class,Office Supplies,Storage,9,0.1,1082.88,11.8502
Belleville,East,NJ,7109,Corporate,Standard Class,Office Supplies,Paper,4,0.1,57.31,28.3422
Belleville,East,NJ,7109,Corporate,Standard Class,Furniture,Furnishings,5,0.1,78,39.0494
Belleville,East,NJ,7109,Corporate,Standard Class,Office Supplies,Binders,2,0.1,14.68,7.5942
Chicago,Central,IL,60623,Consumer,Standard Class,Furniture,Tables,4,0.6,219.475,-130.4196
New York City,East,NY,10024,Corporate,Second Class,Furniture,Furnishings,3,0.1,27.2,13.8894
Taylor,Central,MI,48180,Corporate,Standard Class,Office Supplies,Art,4,0.1,10.24,3.879
Lakewood,East,NJ,8701,Home Office,Standard Class,Office Supplies,Binders,4,0.1,45.88,21.9462
Lakewood,East,NJ,8701,Home Office,Standard Class,Office Supplies,Art,7,0.1,289.6,84.8934
Arlington,South,VA,22204,Consumer,First Class,Office Supplies,Art,2,0.1,5.29,3.0303
Arvada,West,CO,80004,Corporate,Second Class,Furniture,Furnishings,5,0.3,15.536,4.6202
Arvada,West,CO,80004,Corporate,Second Class,Furniture,Chairs,3,0.3,467.168,53.5368
Arvada,West,CO,80004,Corporate,Second Class,Furniture,Furnishings,2,0.3,15.632,2.739
Arvada,West,CO,80004,Corporate,Second Class,Office Supplies,Labels,4,0.3,6.664,3.0612
Hackensack,East,NJ,7601,Corporate,Standard Class,Furniture,Furnishings,4,0.1,87.94,38.6676
Saint Petersburg,South,FL,33710,Corporate,Standard Class,Technology,Phones,3,0.3,178.784,23.3234
Saint Petersburg,South,FL,33710,Corporate,Standard Class,Office Supplies,Paper,4,0.3,15.952,6.4686
Philadelphia,East,PA,19143,Corporate,First Class,Office Supplies,Art,5,0.3,99.536,9.6998
New York City,East,NY,10024,Home Office,Standard Class,Furniture,Chairs,2,0.2,136.282,25.1822
New York City,East,NY,10024,Home Office,Standard Class,Technology,Machines,3,0.1,3992.38,1997.0154
New York City,East,NY,10024,Home Office,Standard Class,Technology,Phones,7,0.1,276.34,81.048
New York City,East,NY,10024,Home Office,Standard Class,Technology,Accessories,5,0.1,360.4,130.6254
New York City,East,NY,10024,Home Office,Standard Class,Office Supplies,Storage,2,0.1,43.97,14.0964
Long Beach,West,CA,90805,Corporate,Standard Class,Office Supplies,Fasteners,3,0.1,7.56,4.6054
Hesperia,West,CA,92345,Corporate,Standard Class,Office Supplies,Binders,7,0.3,251.92,82.7694
Hesperia,West,CA,92345,Corporate,Standard Class,Technology,Accessories,2,0.1,100.39,36.0219
Murfreesboro,South,TN,37130,Corporate,Second Class,Furniture,Furnishings,2,0.3,16.392,2.0249
Philadelphia,East,PA,19143,Consumer,First Class,Technology,Phones,4,0.5,291.298,-66.8508
Philadelphia,East,PA,19143,Consumer,First Class,Office Supplies,Storage,3,0.3,54.624,4.4144
Philadelphia,East,PA,19143,Consumer,First Class,Furniture,Chairs,5,0.4,787.144,-257.4762
Philadelphia,East,PA,19143,Consumer,First Class,Office Supplies,Labels,11,0.3,100.64,34.8564
Philadelphia,East,PA,19143,Consumer,First Class,Office Supplies,Binders,7,0.8,38.164,-26.6682
Philadelphia,East,PA,19134,Consumer,Second Class,Technology,Phones,3,0.5,83.2,-19.6746
Philadelphia,East,PA,19134,Consumer,Second Class,Office Supplies,Binders,3,0.8,21.124,-12.7906
Philadelphia,East,PA,19134,Consumer,Second Class,Office Supplies,Binders,4,0.8,5.296,-2.4018
Los Angeles,West,CA,90045,Consumer,Second Class,Office Supplies,Binders,2,0.3,5.152,2.6292
Los Angeles,West,CA,90045,Consumer,Second Class,Technology,Copiers,3,0.3,960.384,337.0198
Los Angeles,West,CA,90045,Consumer,Second Class,Office Supplies,Binders,5,0.3,14.768,5.5154
San Francisco,West,CA,94122,Corporate,Standard Class,Office Supplies,Binders,3,0.3,8.112,3.821
San Francisco,West,CA,94122,Corporate,Standard Class,Furniture,Tables,4,0.3,698.752,-16.4334
Layton,West,UT,84041,Consumer,Second Class,Office Supplies,Fasteners,5,0.1,5.36,3.3566
Philadelphia,East,PA,19140,Corporate,Second Class,Office Supplies,Art,5,0.3,18.256,2.1414
Philadelphia,East,PA,19140,Corporate,Second Class,Office Supplies,Binders,11,0.8,510.37,-406.9506
Philadelphia,East,PA,19140,Corporate,Second Class,Office Supplies,Fasteners,14,0.3,31.392,11.0978
Philadelphia,East,PA,19140,Corporate,Second Class,Technology,Phones,13,0.5,72.328,9.417
Austin,Central,TX,78745,Consumer,Standard Class,Office Supplies,Storage,5,0.3,89.2,-1.1946
San Francisco,West,CA,94122,Consumer,Standard Class,Technology,Phones,4,0.3,48.376,5.823
Lowell,East,MA,1852,Consumer,Standard Class,Office Supplies,Art,4,0.1,7.96,4.125
Lowell,East,MA,1852,Consumer,Standard Class,Office Supplies,Paper,3,0.1,24.96,12.5686
Lowell,East,MA,1852,Consumer,Standard Class,Office Supplies,Art,3,0.1,13.36,5.1726
New York City,East,NY,10009,Home Office,First Class,Technology,Accessories,2,0.1,7.19,3.334
New York City,East,NY,10009,Home Office,First Class,Office Supplies,Paper,3,0.1,24.96,12.5686
New York City,East,NY,10009,Home Office,First Class,Office Supplies,Binders,2,0.3,3.448,2.0922
New York City,East,NY,10009,Home Office,First Class,Office Supplies,Paper,5,0.1,49.52,24.1118
New York City,East,NY,10009,Home Office,First Class,Office Supplies,Binders,5,0.3,4355.568,1416.455
New York City,East,NY,10035,Consumer,Standard Class,Furniture,Bookcases,7,0.3,389.104,-3.8334
New York City,East,NY,10035,Consumer,Standard Class,Office Supplies,Envelopes,3,0.1,8.66,4.825
New York City,East,NY,10035,Consumer,Standard Class,Office Supplies,Art,5,0.1,17.44,8.0118
New York City,East,NY,10035,Consumer,Standard Class,Office Supplies,Paper,6,0.1,34.8,16.8494
Charlotte,South,NC,28205,Corporate,Standard Class,Office Supplies,Paper,6,0.3,36.64,12.3504
Columbus,South,GA,31907,Corporate,First Class,Office Supplies,Appliances,9,0.1,648.24,169.4638
Columbus,South,GA,31907,Corporate,First Class,Office Supplies,Labels,3,0.1,21.1,10.9614
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Labels,3,0.1,21.1,10.9614
New York City,East,NY,10009,Consumer,Standard Class,Furniture,Chairs,4,0.2,489.046,87.8958
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Art,3,0.1,5.96,2.471
New York City,East,NY,10009,Consumer,Standard Class,Furniture,Furnishings,9,0.1,47.52,21.7582
San Francisco,West,CA,94109,Consumer,Standard Class,Office Supplies,Storage,5,0.1,212.36,9.5038
Manchester,East,CT,6040,Corporate,Same Day,Office Supplies,Binders,5,0.1,23.6,11.4654
Manchester,East,CT,6040,Corporate,Same Day,Office Supplies,Supplies,3,0.1,7.76,1.1726
Manchester,East,CT,6040,Corporate,Same Day,Office Supplies,Storage,8,0.1,105.19,30.3666
Manchester,East,CT,6040,Corporate,Same Day,Furniture,Bookcases,5,0.1,1044.32,272.4446
Harlingen,Central,TX,78550,Consumer,Standard Class,Office Supplies,Paper,6,0.3,26.32,10.4214
Harlingen,Central,TX,78550,Consumer,Standard Class,Office Supplies,Storage,4,0.3,53.824,5.7
Tucson,West,AZ,85705,Consumer,Standard Class,Office Supplies,Binders,6,0.8,8.56,-4.6866
Tucson,West,AZ,85705,Consumer,Standard Class,Technology,Accessories,9,0.3,1024.336,180.2142
Tucson,West,AZ,85705,Consumer,Standard Class,Office Supplies,Art,2,0.3,9.64,1.9494
Tucson,West,AZ,85705,Consumer,Standard Class,Technology,Accessories,11,0.3,479.44,-28.9146
Quincy,Central,IL,62301,Corporate,First Class,Office Supplies,Paper,5,0.3,99.536,32.0054
Franklin,East,MA,2038,Corporate,Standard Class,Furniture,Tables,8,0.4,1488.824,-296.6594
Houston,Central,TX,77095,Consumer,Standard Class,Office Supplies,Appliances,4,0.9,9.052,-19.3068
Houston,Central,TX,77095,Consumer,Standard Class,Office Supplies,Storage,4,0.3,24.232,3.7065
Houston,Central,TX,77095,Consumer,Standard Class,Office Supplies,Binders,5,0.9,12.576,-17.8474
San Francisco,West,CA,94109,Corporate,First Class,Office Supplies,Paper,8,0.1,51.36,26.5054
San Francisco,West,CA,94109,Corporate,First Class,Office Supplies,Binders,4,0.3,49.936,18.363
Taylor,Central,MI,48180,Corporate,Second Class,Technology,Accessories,3,0.1,42.3,9.8244
Pembroke Pines,South,FL,33024,Consumer,Standard Class,Furniture,Tables,4,0.55,375.8575,-155.9841
Pembroke Pines,South,FL,33024,Consumer,Standard Class,Technology,Accessories,4,0.3,84.376,-0.0243
Philadelphia,East,PA,19140,Corporate,Standard Class,Technology,Machines,5,0.8,482.74,-336.6126
Philadelphia,East,PA,19140,Corporate,Standard Class,Furniture,Furnishings,2,0.3,3.36,1.8024
Cincinnati,East,OH,45231,Consumer,First Class,Office Supplies,Art,2,0.3,3.024,1.4518
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Binders,5,0.3,23.76,8.9094
New York City,East,NY,10009,Consumer,Standard Class,Technology,Accessories,3,0.1,40.38,14.6186
Des Moines,West,WA,98198,Consumer,Second Class,Technology,Phones,3,0.3,246.784,28.7436
Des Moines,West,WA,98198,Consumer,Second Class,Technology,Copiers,4,0.1,1800.37,703.0137
Peoria,Central,IL,61604,Corporate,Second Class,Office Supplies,Binders,4,0.9,12.862,-19.5369
Las Vegas,West,NV,89115,Home Office,Standard Class,Office Supplies,Binders,4,0.3,76.192,26.6052
Warwick,East,RI,2886,Corporate,Second Class,Office Supplies,Storage,3,0.1,50.36,10.5178
Warwick,East,RI,2886,Corporate,Second Class,Office Supplies,Paper,3,0.1,13.36,7.2462
Jackson,Central,MI,49201,Home Office,Standard Class,Office Supplies,Supplies,5,0.1,70.52,22.0614
Houston,Central,TX,77036,Consumer,Second Class,Office Supplies,Storage,4,0.3,36.352,4.6206
Houston,Central,TX,77036,Consumer,Second Class,Furniture,Bookcases,5,0.42,2396.6656,-316.1274
Houston,Central,TX,77036,Consumer,Second Class,Office Supplies,Storage,5,0.3,131.536,-31.7586
Houston,Central,TX,77036,Consumer,Second Class,Technology,Accessories,3,0.3,57.984,1.7452
Miami,South,FL,33180,Consumer,First Class,Office Supplies,Paper,3,0.3,9.968,4.4938
Wilmington,South,NC,28403,Corporate,Standard Class,Office Supplies,Art,7,0.3,39.472,10.7934
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Appliances,4,0.1,36.31,10.7211
San Francisco,West,CA,94110,Consumer,Standard Class,Technology,Accessories,6,0.1,180.35,38.8149
San Francisco,West,CA,94110,Consumer,Standard Class,Technology,Copiers,4,0.3,1200.376,436.0167
San Francisco,West,CA,94110,Consumer,Standard Class,Office Supplies,Paper,6,0.1,27.55,14.3289
San Francisco,West,CA,94110,Consumer,Standard Class,Furniture,Tables,8,0.3,1004.424,-111.9273
San Francisco,West,CA,94110,Consumer,Standard Class,Office Supplies,Paper,2,0.1,10.08,5.6718
San Francisco,West,CA,94110,Consumer,Standard Class,Office Supplies,Labels,10,0.1,28.75,14.6334
San Francisco,West,CA,94110,Consumer,Standard Class,Office Supplies,Paper,2,0.1,56.38,28.4556
San Francisco,West,CA,94110,Consumer,Standard Class,Furniture,Bookcases,14,0.25,1337.229,32.4802
San Francisco,West,CA,94110,Consumer,Standard Class,Furniture,Chairs,3,0.3,113.968,-17.4294
Seattle,West,WA,98105,Corporate,Standard Class,Office Supplies,Paper,8,0.1,140.26,66.7596
Seattle,West,WA,98105,Corporate,Standard Class,Furniture,Chairs,5,0.3,307.536,27.8998
Huntington Beach,West,CA,92646,Consumer,Standard Class,Office Supplies,Art,9,0.1,96.32,26.9238
Los Angeles,West,CA,90004,Consumer,Standard Class,Furniture,Chairs,6,0.3,384.2,39.4054
Richmond,South,KY,40475,Corporate,Standard Class,Office Supplies,Paper,2,0.1,6.18,3.8576
Los Angeles,West,CA,90045,Corporate,Standard Class,Office Supplies,Art,5,0.1,9.72,3.7282
Los Angeles,West,CA,90045,Corporate,Standard Class,Office Supplies,Envelopes,2,0.1,15.65,8.0404
Louisville,West,CO,80027,Consumer,First Class,Technology,Accessories,7,0.3,197.152,57.5916
Lawrence,East,MA,1841,Corporate,Standard Class,Furniture,Furnishings,5,0.1,56.96,15.731
Lawrence,East,MA,1841,Corporate,Standard Class,Office Supplies,Storage,4,0.1,33.1,9.5274
Jackson,South,MS,39212,Consumer,Second Class,Furniture,Chairs,5,0.1,866.8,226.2894
Canton,Central,MI,48187,Corporate,Second Class,Furniture,Furnishings,3,0.1,28.8,12.1014
Canton,Central,MI,48187,Corporate,Second Class,Office Supplies,Binders,9,0.1,288.32,139.227
New Rochelle,East,NY,10801,Home Office,First Class,Technology,Machines,2,0.1,70.39,31.1211
San Antonio,Central,TX,78207,Corporate,Standard Class,Office Supplies,Art,7,0.3,7.072,1.5258
Gastonia,South,NC,28052,Home Office,Standard Class,Office Supplies,Binders,3,0.8,189.988,-144.3254
Gastonia,South,NC,28052,Home Office,Standard Class,Technology,Accessories,8,0.3,409.144,77.6649
Gastonia,South,NC,28052,Home Office,Standard Class,Technology,Accessories,6,0.3,292.36,55.7679
Gastonia,South,NC,28052,Home Office,Standard Class,Office Supplies,Storage,3,0.3,5.168,0.2506
Lowell,East,MA,1852,Consumer,First Class,Office Supplies,Storage,6,0.1,714.7,208.1724
Jacksonville,South,FL,32216,Consumer,Standard Class,Office Supplies,Binders,3,0.8,5.212,-2.6638
Jacksonville,South,FL,32216,Consumer,Standard Class,Technology,Accessories,6,0.3,248.2,-17.5596
Chicago,Central,IL,60623,Home Office,Second Class,Technology,Machines,4,0.4,1008.379,44.2245
Chicago,Central,IL,60623,Home Office,Second Class,Office Supplies,Paper,8,0.3,313.888,114.6648
Houston,Central,TX,77070,Corporate,Standard Class,Office Supplies,Paper,9,0.3,32.272,12.579
New York City,East,NY,10024,Corporate,Second Class,Furniture,Chairs,4,0.2,208.246,3.3348
Detroit,Central,MI,48227,Consumer,Second Class,Furniture,Furnishings,2,0.1,12.62,4.6914
Detroit,Central,MI,48227,Consumer,Second Class,Office Supplies,Storage,4,0.1,195.34,24.4182
Detroit,Central,MI,48227,Consumer,Second Class,Office Supplies,Storage,4,0.1,71.35,21.6009
Detroit,Central,MI,48227,Consumer,Second Class,Office Supplies,Paper,5,0.1,91.76,43.051
Detroit,Central,MI,48227,Consumer,Second Class,Furniture,Chairs,4,0.1,243.34,30.1782
Detroit,Central,MI,48227,Consumer,Second Class,Office Supplies,Labels,8,0.1,22.45,11.6094
Columbus,Central,IN,47201,Consumer,Second Class,Furniture,Furnishings,2,0.1,3.31,2.3931
Auburn,East,NY,13021,Consumer,Second Class,Office Supplies,Art,4,0.1,59.92,16.5006
Auburn,East,NY,13021,Consumer,Second Class,Office Supplies,Storage,4,0.1,162.34,10.7418
Auburn,East,NY,13021,Consumer,Second Class,Office Supplies,Art,7,0.1,264.28,72.273
Auburn,East,NY,13021,Consumer,Second Class,Office Supplies,Art,4,0.1,30.88,8.9502
Auburn,East,NY,13021,Consumer,Second Class,Office Supplies,Art,4,0.1,10.24,3.879
Auburn,East,NY,13021,Consumer,Second Class,Technology,Phones,5,0.1,35.52,10.1566
Akron,East,OH,44312,Corporate,Standard Class,Furniture,Tables,3,0.5,284.764,-74.805
Akron,East,OH,44312,Corporate,Standard Class,Office Supplies,Storage,3,0.3,665.808,67.5662
Norman,Central,OK,73071,Corporate,Standard Class,Technology,Accessories,5,0.1,64.28,25.9386
Concord,West,CA,94521,Consumer,Standard Class,Furniture,Chairs,3,0.3,129.968,-23.2686
Decatur,Central,IL,62521,Consumer,Standard Class,Furniture,Chairs,4,0.4,747.958,-95.0892
Decatur,Central,IL,62521,Consumer,Standard Class,Office Supplies,Envelopes,3,0.3,9.328,4.3734
Seattle,West,WA,98115,Consumer,Standard Class,Office Supplies,Appliances,5,0.1,104.32,37.3974
Seattle,West,WA,98115,Consumer,Standard Class,Technology,Accessories,10,0.1,900.31,378.9876
Seattle,West,WA,98115,Consumer,Standard Class,Office Supplies,Binders,4,0.3,51.712,19.626
Phoenix,West,AZ,85023,Home Office,Standard Class,Furniture,Furnishings,6,0.3,23.96,8.0934
Phoenix,West,AZ,85023,Home Office,Standard Class,Furniture,Tables,7,0.6,1273.03,-813.4578
Phoenix,West,AZ,85023,Home Office,Standard Class,Office Supplies,Binders,6,0.8,28.885,-19.8636
Phoenix,West,AZ,85023,Home Office,Standard Class,Office Supplies,Supplies,3,0.3,185.776,-33.7326
Phoenix,West,AZ,85023,Home Office,Standard Class,Office Supplies,Appliances,3,0.3,78.672,6.8958
Park Ridge,Central,IL,60068,Home Office,Standard Class,Furniture,Furnishings,8,0.7,255.144,-311.036
Amarillo,Central,TX,79109,Corporate,Standard Class,Furniture,Bookcases,3,0.42,205.7328,-35.2098
Chicago,Central,IL,60610,Consumer,Second Class,Office Supplies,Binders,4,0.9,5.188,-6.8748
Lindenhurst,East,NY,11757,Corporate,Standard Class,Office Supplies,Paper,2,0.1,55.88,27.6558
San Francisco,West,CA,94110,Consumer,Second Class,Office Supplies,Storage,4,0.1,341.32,4.4346
San Francisco,West,CA,94110,Consumer,Second Class,Furniture,Bookcases,3,0.25,223.066,11.5038
San Francisco,West,CA,94110,Consumer,Second Class,Technology,Phones,5,0.3,704.368,89.0214
San Francisco,West,CA,94110,Consumer,Second Class,Office Supplies,Storage,7,0.1,92.92,26.0058
San Francisco,West,CA,94110,Consumer,Second Class,Office Supplies,Paper,8,0.1,63.05,29.8444
San Francisco,West,CA,94110,Consumer,Second Class,Office Supplies,Paper,6,0.1,95.25,46.5534
Los Angeles,West,CA,90008,Corporate,Standard Class,Technology,Phones,7,0.3,96.16,8.2074
Troy,East,NY,12180,Consumer,Standard Class,Furniture,Furnishings,4,0.1,40.6,20.3214
New York City,East,NY,10024,Corporate,Standard Class,Office Supplies,Art,6,0.1,15.1,7.6404
New York City,East,NY,10024,Corporate,Standard Class,Office Supplies,Storage,6,0.1,704.65,85.5354
San Diego,West,CA,92024,Consumer,Standard Class,Technology,Accessories,4,0.1,9.49,2.9343
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Art,3,0.1,6.36,2.6942
New York City,East,NY,10024,Consumer,Standard Class,Technology,Accessories,3,0.1,160.38,58.6182
Los Angeles,West,CA,90045,Home Office,First Class,Office Supplies,Labels,3,0.1,30,15.8254
Los Angeles,West,CA,90045,Home Office,First Class,Furniture,Bookcases,6,0.25,514.565,-29.2196
Los Angeles,West,CA,90045,Home Office,First Class,Technology,Phones,6,0.3,280.36,18.5229
Chicago,Central,IL,60610,Consumer,First Class,Technology,Phones,7,0.3,2736.352,343.0194
Huntsville,Central,TX,77340,Home Office,Second Class,Technology,Phones,2,0.3,8.392,1.6248
Huntsville,Central,TX,77340,Home Office,Second Class,Technology,Accessories,3,0.3,64.384,11.4228
Huntsville,Central,TX,77340,Home Office,Second Class,Office Supplies,Art,3,0.3,70.768,7.1826
Rochester,East,NY,14609,Consumer,Standard Class,Office Supplies,Storage,6,0.1,449.55,10.0084
Rochester,East,NY,14609,Consumer,Standard Class,Office Supplies,Envelopes,4,0.1,11.47,6.1176
